id,validated,included_in_stats,publication_type,publication_format,publication_year,authors,title,journal_name,volume,issue,pages,doi,url,book_title,book_authors,book_publisher,pdf_present,mesophotic,mce,tme,original_data,new_species,min_depth,max_depth,fields,focusgroups,platforms,locations
60,TRUE,TRUE,scientific,article,1989,"Pearcy WG, Stein DL, Hixon MA, Pikitch EK, Barss WH, Starr RM","Submersible observations of deep-reef fishes of Heceta Bank, Oregon",Fish Bull ,87,,955-965,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,64,305,Ecology; Fisheries,Fishes,Manned Submersible,USA - Continental Pacific Ocean
61,TRUE,TRUE,scientific,article,2013,Kahng SE,Growth rate for a zooxanthellate coral (Leptoseris hawaiiensis) at 90 m,"Galaxea, J Coral Reef Stud",15,2,39-40,10.3755/galaxea.15.2_39,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,80,100,Ecology; Long-term monitoring; Physiology,Scleractinia (Hard Corals),Manned Submersible,USA - Hawaii
62,TRUE,TRUE,scientific,article,2009,"Alamaru A, Loya Y, Brokovich E, Yam R, Shemesh A",Carbon and nitrogen utilization in two species of Red Sea corals along a depth gradient: Insights from stable isotope analysis of total organic material and lipids,Geochim Cosmochim Acta,73,18,5333-5342,10.1016/j.gca.2009.06.018,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,60,Physiology; Ecology,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),SCUBA (open-circuit or unspecified); SCUBA (open-circuit or unspecified),Israel - Red Sea
63,TRUE,TRUE,scientific,article,2011,"Klaus JS, Lutz BP, McNeill DF, Budd AF, Johnson KG, Ishman SE",Rise and fall of Pliocene free-living corals in the Caribbean,Geology,39,4,375-378,10.1130/G31704.1,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,100,Paleoecology; Climate Change,Scleractinia (Hard Corals),,Dominican Republic
64,TRUE,TRUE,scientific,article,2014,"Weinstein DK, Smith TB, Klaus JS",Mesophotic bioerosion: Variability and structural impact on US Virgin Island deep reefs,Geomorphology,222,,14-24,10.1016/j.geomorph.2014.03.005,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,9,45,Ecology; Geomorphology; Long-term monitoring,Overall benthic (groups); Fishes; Other invertebrates,Rebreather; SCUBA (open-circuit or unspecified),US Virgin Islands
65,TRUE,TRUE,scientific,article,1983,Kühlmann DHH,Composition and ecology of deep-water coral associations,Helgol Mar Res,36,2,183-204,10.1007/BF01983856,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,70,Biodiversity; Community structure; Connectivity; Ecology,Scleractinia (Hard Corals),Dredging / trawling; SCUBA (open-circuit or unspecified),French Polynesia; Sudan - Red Sea; US Virgin Islands; Cuba
66,TRUE,TRUE,scientific,article,2012,"Harris PT, Bridge TCL, Beaman RJ, Webster JM, Nichol SL, Brooke BP","Submerged banks in the Great Barrier Reef, Australia, greatly increase available coral reef habitat",ICES J Mar Sci,70,2,284-293,10.1093/icesjms/fss165,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,20,200,Geomorphology; Management and Conservation,Scleractinia (Hard Corals),,Australia - Great Barrier Reef
67,TRUE,TRUE,scientific,article,2011,"Wagner D, Waller RG, Toonen RJ","Sexual reproduction of Hawaiian black corals, with a review of the reproduction of antipatharians (Cnidaria: Anthozoa: Hexacorallia)",Invertebr Biol,130,3,211-225,10.1111/j.1744-7410.2011.00233.x,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,1327,Reproduction,Antipatharia (Black Corals),Manned Submersible; SCUBA (open-circuit or unspecified); SCUBA (open-circuit or unspecified),USA - Hawaii
68,TRUE,TRUE,scientific,article,2010,"Wagner D, Brugler MR, Opresko DM, France SC, Montgomery AD, Toonen RJ","Using morphometrics, in situ observations and genetic characters to distinguish among commercially valuable Hawaiian black coral species; a redescription of Antipathes grandis Verrill, 1928 (Antipatharia: Antipathidae)",Invertebr Syst,24,3,271-290,10.1071/IS10004,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,27,127,Molecular ecology; Taxonomy,Antipatharia (Black Corals),Manned Submersible; Rebreather; SCUBA (open-circuit or unspecified),USA - Hawaii
69,TRUE,TRUE,scientific,article,2008,"Stambler N, Levy O, Vaki L",Photosynthesis and respiration of hermatypic zooxanthellate Red Sea corals from 5-75 m depth,Isr J Plant Sci,56,2-Jan,45-53,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,75,Physiology; Community structure,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),SCUBA (open-circuit or unspecified),Israel - Red Sea
70,TRUE,TRUE,scientific,article,2012,"Pereira-Filho GH, Amado-Filho GM, de Moura RL, Bastos AC, Guimarães SMPB, Salgado LT, Francini-Filho RB, Bahia RG, Abrantes DP, Guth AZ, Brasileiro PS",Extensive Rhodolith Beds Cover the Summits of Southwestern Atlantic Ocean Seamounts,Journal of Coastal Research,28,1,261-269,10.2112/11T-00007.1,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,110,Physiology; Geomorphology; Ecology,"Algae (Macro, Turf and Crustose Coralline); Overall benthic (groups)",Sonar / Multibeam; Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified),Brazil - Trindade and Martin Vaz
71,TRUE,FALSE,scientific,review,2009,"Lesser MP, Slattery M, Leichter JJ",Ecology of mesophotic coral reefs,J Exp Mar Bio Ecol,375,2-Jan,8-Jan,10.1016/j.jembe.2009.05.009,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Ecology; Community structure; Connectivity,Scleractinia (Hard Corals); Porifera (Sponges),,
72,TRUE,FALSE,scientific,review,2011,"Slattery M, Lesser MP, Brazeau D, Stokes MD, Leichter JJ",Connectivity and stability of mesophotic coral reefs,J Exp Mar Bio Ecol,408,2-Jan,32-41,10.1016/j.jembe.2011.07.024,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Connectivity; Ecology; Physiology; Community structure,"Scleractinia (Hard Corals); Symbiodinium (zooxanthellae); Algae (Macro, Turf and Crustose Coralline); Porifera (Sponges); Fishes",,
73,TRUE,TRUE,scientific,article,2005,"Whiteman EA, Jennings CA, Nemeth RS",Sex structure and potential female fecundity in a Epinephelus guttatus spawning aggregation: applying ultrasonic imaging,J Fish Biol,66,4,983-995,10.1111/j.0022-1112.2005.00653.x,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,33,45,Reproduction; Fisheries; Methods and Technology,Fishes,Fishing,US Virgin Islands
74,TRUE,TRUE,scientific,article,2008,"Frade PR, Bongaerts P, Winkelhagen AJS, Tonk L, Bak RPM","In situ photobiology of corals over large depth ranges: A multivariate analysis on the roles of environment, host, and algal symbiont",Limnol Oceanogr,53,6,2711-2723,10.4319/lo.2008.53.6.2711,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,40,Physiology; Ecology; Molecular ecology,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),SCUBA (open-circuit or unspecified),Curaçao
75,TRUE,TRUE,scientific,article,2009,"Einbinder S, Mass T, Brokovich E, Dubinsky Z, Erez J, Tchernov D",Changes in morphology and diet of the coral Stylophora pistillata along a depth gradient,Mar Ecol Prog Ser,381,,167-174,10.3354/meps07908,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,65,Physiology; Ecology,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),Rebreather; SCUBA (open-circuit or unspecified),Israel - Red Sea
76,TRUE,TRUE,scientific,article,2010,"Brokovich E, Ayalon I, Einbinder S, Segev N, Shaked Y, Genin A, Kark S, Kiflawi M","Grazing pressure on coral reefs decreases across a wide depth gradient in the Gulf of Aqaba, Red Sea",Mar Ecol Prog Ser,399,,69-80,10.3354/meps08354,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,65,Ecology; Community structure,"Algae (Macro, Turf and Crustose Coralline); Fishes",Rebreather; SCUBA (open-circuit or unspecified),Israel - Red Sea
77,TRUE,TRUE,scientific,article,2010,"Concepcion GT, Kahng SE, Crepeau MW, Franklin EC, Coles SL, Toonen RJ",Resolving natural ranges and marine invasions in a globally distributed octocoral (genus Carijoa),Mar Ecol Prog Ser,401,,113-127,10.3354/meps08364,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,,Molecular ecology; Evolution; Disturbances; Connectivity,Octocorallia (Soft Corals),,USA - Hawaii; Australia - Northern Australia; Australia - Southeastern Australia; Brazil - Eastern Brazil; Fiji; Indonesia; Micronesia - Caroline Islands (Pohnpei); Micronesia - Mariana Islands; Panama - Caribbean Sea; Papua New Guinea; Puerto Rico; Solomon Islands; Tonga; US Virgin Islands; USA - Continental Atlantic Ocean; Republic of Palau; Mauritius; São Tomé and Príncipe
78,TRUE,TRUE,scientific,article,2008,"Smith TB, Nemeth RS, Blondeau J, Calnan JM, Kadison E, Herzlieb S",Assessing coral reef health across onshore to offshore stress gradients in the US Virgin Islands,Mar Pollut Bull,56,12,1983-1991,10.1016/j.marpolbul.2008.08.015,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,42,Ecology; Management and Conservation; Disturbances; Long-term monitoring,Overall benthic (groups); Scleractinia (Hard Corals),SCUBA (open-circuit or unspecified),US Virgin Islands
79,TRUE,TRUE,scientific,article,2014,"Wagner D, Kosaki RK, Spalding HL, Whitton RK, Pyle RL, Sherwood AR, Tsuda RT, Calcinai B","Mesophotic surveys of the flora and fauna at Johnston Atoll, Central Pacific Ocean",Mar Biodivers Rec,7,,e68,10.1017/S1755267214000785,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,32,78,Biodiversity,Overall benthic (groups); Fishes,Rebreather; Sonar / Multibeam,USA - Johnston Atoll
80,TRUE,TRUE,scientific,article,2012,"Gori A, Bramanti L, López-González P, Thoma JN, Gili J-M, Grinyó J, Uceira V, Rossi S",Characterization of the zooxanthellate and azooxanthellate morphotypes of the Mediterranean gorgonian Eunicella singularis,Mar Biol,159,7,1485-1496,10.1007/s00227-012-1928-3,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,20,60,Molecular ecology; Connectivity; Taxonomy,Octocorallia (Soft Corals); Symbiodinium (zooxanthellae),Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified),Spain - Mediterranean Sea
81,TRUE,TRUE,scientific,article,1985,"Fricke H, Meischner D",Depth limits of Bermudan scleractinian corals: a submersible survey,Mar Biol,88,2,175-187,10.1007/BF00397165,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,19,217,Community structure; Ecology,"Scleractinia (Hard Corals); Algae (Macro, Turf and Crustose Coralline)",Manned Submersible; SCUBA (open-circuit or unspecified),Bermuda
82,TRUE,TRUE,scientific,article,1993,"Kaiser P, Schlichter D, Fricke HW",Influence of light on algal symbionts of the deep water coral Leptoseris fragilis,Mar Biol,117,1,45-52,10.1007/BF00346424,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,70,160,Physiology; Ecology; Long-term monitoring,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),Manned Submersible,Israel - Red Sea
83,TRUE,TRUE,scientific,article,2006,"Tsounis G, Rossi S, Aranguren M, Gili J-M, Arntz W",Effects of spatial variability and colony size on the reproductive output and gonadal development cycle of the Mediterranean red coral (Corallium rubrum L.),Mar Biol,148,3,513-527,10.1007/s00227-005-0100-8,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,16,45,Reproduction; Ecology; Management and Conservation,Octocorallia (Soft Corals),SCUBA (open-circuit or unspecified),Spain - Mediterranean Sea
84,TRUE,TRUE,scientific,article,2006,"Tsounis G, Rossi S, Laudien J, Bramanti L, Fernández N, Gili J-M, Arntz W",Diet and seasonal prey capture rates in the Mediterranean red coral (Corallium rubrum L.),Mar Biol,149,2,313-325,10.1007/s00227-005-0220-1,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,20,40,Ecology; Long-term monitoring; Physiology,Octocorallia (Soft Corals),SCUBA (open-circuit or unspecified),Spain - Mediterranean Sea
85,TRUE,TRUE,scientific,article,2007,"Rossi S, Tsounis G","Temporal and spatial variation in protein, carbohydrate, and lipid levels in Corallium rubrum (Anthozoa, Octocorallia)",Mar Biol,152,2,429-439,10.1007/s00227-007-0702-4,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,16,45,Ecology; Long-term monitoring; Physiology,Octocorallia (Soft Corals),SCUBA (open-circuit or unspecified),Spain - Mediterranean Sea
86,TRUE,TRUE,scientific,article,2008,"Rossi S, Tsounis G, Orejas C, Padrón T, Gili J-M, Bramanti L, Teixidó N, Gutt J",Survey of deep-dwelling red coral (Corallium rubrum) populations at Cap de Creus (NW Mediterranean),Mar Biol,154,3,533-545,10.1007/s00227-008-0947-6,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,50,230,Community structure; Disturbances; Management and Conservation,Octocorallia (Soft Corals),Remotely Operated Vehicle (ROV),Spain - Mediterranean Sea
87,TRUE,TRUE,scientific,article,2011,"Gori A, Rossi S, Berganzo E, Pretus JL, Dale MRT, Gili J-M","Spatial distribution patterns of the gorgonians Eunicella singularis, Paramuricea clavata, and Leptogorgia sarmentosa (Cape of Creus, Northwestern Mediterranean Sea)",Mar Biol,158,1,143-158,10.1007/s00227-010-1548-8,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0,67,Ecology; Community structure,Octocorallia (Soft Corals),Remotely Operated Vehicle (ROV),Spain - Mediterranean Sea
88,TRUE,TRUE,scientific,article,2011,"Gori A, Rossi S, Linares C, Berganzo E, Orejas C, Dale MRT, Gili J-M","Size and spatial structure in deep versus shallow populations of the Mediterranean gorgonian Eunicella singularis (Cap de Creus, northwestern Mediterranean Sea)",Mar Biol,158,8,1721-1732,10.1007/s00227-011-1686-7,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,11,64,Ecology; Connectivity,Octocorallia (Soft Corals),Remotely Operated Vehicle (ROV),Spain - Mediterranean Sea
89,TRUE,TRUE,scientific,article,2002,"Vermeij MJA, Bak RPM",How are coral populations structured by light? Marine light regimes and the distribution of Madracis,Mar Ecol Prog Ser,233,,105-116,10.3354/meps233105,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,50,Community structure; Ecology,Scleractinia (Hard Corals),SCUBA (open-circuit or unspecified),Curaçao
90,TRUE,TRUE,scientific,article,2005,Nemeth RS,Population characteristics of a recovering US Virgin Islands red hind spawning aggregation following protection,Mar Ecol Prog Ser,286,,81-97,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,33,45,Fisheries; Management and Conservation; Reproduction; Long-term monitoring,Fishes,SCUBA (open-circuit or unspecified),US Virgin Islands
91,TRUE,TRUE,scientific,article,2006,"Leichter JJ, Genovese SJ","Intermittent upwelling and subsidized growth of the scleractinian coral Madracis mirabilis on the deep fore-reef slope of Discovery Bay, Jamaica",Mar Ecol Prog Ser,316,,95-103,10.3354/meps316095,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,55,Ecology; Oceanography; Long-term monitoring; Physiology,Scleractinia (Hard Corals),SCUBA (open-circuit or unspecified),Jamaica
92,TRUE,TRUE,scientific,article,2007,"Mass T, Einbinder S, Brokovich E, Shashar N, Vago R, Erez J, Dubinsky Z",Photoacclimation of Stylophora pistillata to light extremes: metabolism and calcification,Mar Ecol Prog Ser,334,,93-102,10.3354/meps334093,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,65,Physiology; Community structure; Ecology,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),In-situ instrumentation; SCUBA (open-circuit or unspecified),Israel - Red Sea
93,TRUE,TRUE,scientific,article,2008,"Brokovich E, Einbinder S, Shashar N, Kiflawi M, Kark S",Descending to the twilight-zone: changes in coral reef fish assemblages along a depth gradient down to 65 m,Mar Ecol Prog Ser,371,,253-262,10.3354/meps07591,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,65,Ecology; Community structure; Biodiversity,Fishes,SCUBA (open-circuit or unspecified),Israel - Red Sea
94,TRUE,TRUE,scientific,article,2011,"Bridge TCL, Done TJ, Friedman A, Beaman RJ, Williams SB, Pizarro O, Webster JM","Variability in mesophotic coral reef communities along the Great Barrier Reef, Australia",Mar Ecol Prog Ser,428,,63-75,10.3354/meps09046,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,50,65,Community structure; Biodiversity; Geomorphology,Overall benthic (groups); Scleractinia (Hard Corals); Porifera (Sponges); Antipatharia (Black Corals); Octocorallia (Soft Corals),Sonar / Multibeam; Autonomous Underwater Vehicle (AUV),Australia - Great Barrier Reef
95,TRUE,TRUE,scientific,article,2011,"Bongaerts P, Sampayo EM, Bridge TCL, Ridgway T, Vermeulen F, Englebert N, Webster JM, Hoegh-Guldberg O",Symbiodinium diversity in mesophotic coral communities on the Great Barrier Reef: a first assessment,Mar Ecol Prog Ser,439,,117-126,10.3354/meps09315,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,45,70,Molecular ecology; Connectivity; Biodiversity,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),Dredging / trawling,Australia - Great Barrier Reef
96,TRUE,TRUE,scientific,article,2012,"Kahng SE, Hochberg EJ, Apprill A, Wagner D, Luck DG, Perez D, Bidigare RR",Efficient light harvesting in deep-water zooxanthellate corals,Mar Ecol Prog Ser,455,,65-77,10.3354/meps09657,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2,113,Physiology; Ecology,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),Manned Submersible; SCUBA (open-circuit or unspecified),USA - Hawaii
97,TRUE,TRUE,scientific,article,2015,"Papastamatiou YP, Meyer CG, Kosaki RK, Wallsgrove NJ, Popp BN",Movements and foraging of predators associated with mesophotic coral reefs and their potential for linking ecological habitats,Mar Ecol Prog Ser,521,,155-170,10.3354/meps11110,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,70,Ecology; Physiology; Behavior,Fishes,Acoustic Telemetry; SCUBA (open-circuit or unspecified); SCUBA (open-circuit or unspecified),USA - Hawaii
98,TRUE,TRUE,scientific,article,2004,"Harris PT, Heap AD, Wassenberg T, Passlow V","Submerged coral reefs in the Gulf of Carpentaria, Australia",Mar Geol,207,4-Jan,185-191,10.1016/j.margeo.2004.03.002,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,50,Community structure; Geomorphology,Scleractinia (Hard Corals); Overall benthic (groups); Porifera (Sponges),Sonar / Multibeam; Coring / drilling; Dredging / trawling; Drop / Towed Video; Surface-deployed sensors and samplers,Australia - Northern Australia
99,TRUE,TRUE,scientific,article,2005,"Jarrett BD, Hine AC, Halley RB, Naar DF, Locker SD, Neumann AC, Twichell D, Hu C, Donahue BT, Jaap WC, Palandro D, Ciembronowicz K","Strange bedfellows-a deep-water hermatypic coral reef superimposed on a drowned barrier island; southern Pulley Ridge, SW Florida platform margin",Mar Geol,214,4,295-307,10.1016/j.margeo.2004.11.012,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,60,100,Geomorphology; Community structure; Oceanography,Overall benthic (groups),Sonar / Multibeam; Remotely Operated Vehicle (ROV); Manned Submersible; Dredging / trawling; Drop / Towed Video; Surface-deployed sensors and samplers,USA - Pulley Ridge
100,TRUE,TRUE,scientific,article,2008,"Harris PT, Heap AD, Marshall JF, McCulloch M","A new coral reef province in the Gulf of Carpentaria, Australia: Colonisation, growth and submergence during the early Holocene",Mar Geol,251,2-Jan,85-97,10.1016/j.margeo.2008.02.010,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16,50,Paleoecology; Geomorphology; Community structure; Biodiversity,Overall benthic (groups),Sonar / Multibeam; Drop / Towed Video; Coring / drilling,Australia - Northern Australia
101,TRUE,TRUE,scientific,article,2011,"Abbey E, Webster JM, Beaman RJ",Geomorphology of submerged reefs on the shelf edge of the Great Barrier Reef: The influence of oscillating Pleistocene sea-levels,Mar Geol,288,4-Jan,61-78,10.1016/j.margeo.2011.08.006,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,300,Paleoecology; Geomorphology,,Sonar / Multibeam,Australia - Great Barrier Reef
102,TRUE,TRUE,scientific,article,2008,"Frade PR, De Jongh F, Vermeulen F, van Bleijswijk J, Bak RPM",Variation in symbiont distribution between closely related coral species over large depth ranges,Mol Ecol,17,2,691-703,10.1111/j.1365-294X.2007.03612.x,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,40,Molecular ecology; Community structure,Symbiodinium (zooxanthellae); Scleractinia (Hard Corals),SCUBA (open-circuit or unspecified),Curaçao
103,TRUE,TRUE,scientific,article,2011,"van Oppen MJH, Bongaerts P, Underwood JN, Peplow LM, Cooper TF",The role of deep reefs in shallow reef recovery: an assessment of vertical connectivity in a brooding coral from west and east Australia,Mol Ecol,20,,1647-1660,10.1111/j.1365-294X.2011.05050.x,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3,43,Molecular ecology; Connectivity; Management and Conservation,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),Remotely Operated Vehicle (ROV),Australia - Great Barrier Reef; Australia - Scott Reef
