id,validated,included_in_stats,publication_type,publication_format,publication_year,authors,title,journal_name,volume,issue,pages,doi,url,book_title,book_authors,book_publisher,pdf_present,mesophotic,mce,tme,original_data,new_species,min_depth,max_depth,fields,focusgroups,platforms,locations
808,TRUE,TRUE,scientific,article,2019,"Nelson W, Duffy C, Trnski T, Stewart R","Mesophotic Ecklonia radiata (Laminariales) at Rangitāhua, Kermadec Islands, New Zealand",Phycologia,57,5,534-538 ,10.2216/18-9.1,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,50,3000,Biodiversity; Ecology; Taxonomy,"Algae (Macro, Turf and Crustose Coralline)",Drop / Towed Video,New Zealand
809,TRUE,TRUE,scientific,article,2018,"Busutil I, García-Hernández MR, Díaz MC, Pomponi SA","Mesophotic sponges of the genus Callyspongia (Demospongiae, Haplosclerida) from Cuba, with the description of two new species",Zootaxa,4466,1,078–094 ,10.11646/zootaxa.4466.1.9,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,25,188,Biodiversity; Taxonomy,Porifera (Sponges),Remotely Operated Vehicle (ROV),Cuba
810,TRUE,TRUE,scientific,article,2018,"Díaz MC, Pomponi SA","New Poecilosclerida from mesophotic coral reefs and the deep-sea escarpment in the Pulley Ridge region, eastern Gulf of Mexico: Discorhabdella ruetzleri n.sp (Crambeidae) and Hymedesmia (Hymedesmia) vaceleti n.sp (Hymedesmiidae)",Zootaxa,466,1, 229–237 ,10.11646/zootaxa.4466.1.17,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,69,850,Taxonomy; Biodiversity,Porifera (Sponges),Remotely Operated Vehicle (ROV),USA - Pulley Ridge
811,TRUE,TRUE,scientific,article,2019,"Arango BG, Pinheiro HT, Rocha C, Greene BD, Pyle RL, Copus JM, Shepherd B, Rocha LA","Three new species of Chromis (Teleostei, Pomacentridae) from mesophotic coral ecosystems of the Philippines",Zookeys,835,,15-Jan,10.3897/zookeys.835.27528,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,75,150,Biodiversity; Taxonomy,Fishes,Rebreather,Philippines
812,TRUE,TRUE,scientific,article,2018,"Gonzalez-Zapata FL, Gómez-Osorio S, Sánchez JA",Conspicuous endolithic algal associations in a mesophotic reef-building coral,Coral Reefs,37,3,705–709,10.1007/s00338-018-1695-9,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,17,83,Physiology; Molecular ecology; Biodiversity,Other endosymbionts (non-Symbiodinium); Scleractinia (Hard Corals),Rebreather; SCUBA (open-circuit or unspecified),Colombia - Caribbean Sea
813,TRUE,TRUE,scientific,article,2018,"Polinski JM, Voss JD",Evidence of photoacclimatization at mesophotic depths in the coral-Symbiodinium symbiosis at Flower Garden Banks National Marine Sanctuary and McGrail Bank,Coral Reefs,37,3,779–789,10.1007/s00338-018-1701-2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,22,50,Physiology; Molecular ecology,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified),USA - Gulf of Mexico
814,TRUE,FALSE,scientific,article,2019,"Ribeiro C, Neto AI, Moreu I, Haroun R, Neves P",A new signal of marine tropicalization in the Macaronesia region: First record of the mesophotic macroalga Avrainvillea canariensis A. Gepp & E.S. Gepp in the Madeira archipelago,Aquat Bot,153,,40-43,10.1016/j.aquabot.2018.11.008,,,,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,25,30,Biodiversity,"Algae (Macro, Turf and Crustose Coralline)",SCUBA (open-circuit or unspecified),Portugal
815,TRUE,TRUE,scientific,article,2018,"Pinheiro HT, Rocha C, Rocha LA","Tosanoides aphrodite, a new species from mesophotic coral ecosystems of St. Paul’s Rocks, Mid Atlantic Ridge (Perciformes, Serranidae, Anthiadinae)",Zookeys,786,,105-115,10.3897/zookeys.786.27382,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,120,Biodiversity; Taxonomy,Fishes,Rebreather,Brazil - St Peter and St Paul Archipelago
816,TRUE,TRUE,scientific,article,2019,"Hoeksema BW, Sellanes J, Easton EE","A high-latitude, mesophotic Cycloseris field at 85 m depth off Rapa Nui (Easter Island)",Bull Mar Sci,95,1,101-102,10.5343/bms.2018.0053,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,79,85,Biodiversity,Scleractinia (Hard Corals),Remotely Operated Vehicle (ROV),Chile - Easter Island
817,TRUE,TRUE,scientific,article,2018,"Quimpo TJR, Cabaitan PC, Olavides RDD, Dumalagan Jr. EE, Munar J, Siringan FP",Spatial variability in reef‐fish assemblages in shallow and upper mesophotic coral ecosystems in the Philippines,J Fish Biol,94,1,17-28,10.1111/jfb.13848,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,8,35,Biodiversity; Community structure; Disturbances; Ecology; Fisheries,"Algae (Macro, Turf and Crustose Coralline); Fishes; Octocorallia (Soft Corals); Overall benthic (groups); Scleractinia (Hard Corals); Seagrass",SCUBA (open-circuit or unspecified),Philippines
818,TRUE,TRUE,scientific,article,2019,"Laxmilatha P, Jasmine S, Paul SM, Periasamy R","Benthic communities of mesophotic  coral ecosystem off Puducherry, east coast of India",Current Science ,116,6, 982-987,10.18520/cs/v116/i6/982-987,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,30,40,Biodiversity; Community structure; Disturbances,Antipatharia (Black Corals); Fishes; Octocorallia (Soft Corals); Overall benthic (groups); Porifera (Sponges); Scleractinia (Hard Corals),SCUBA (open-circuit or unspecified),India - Bay of Bengal
819,TRUE,TRUE,scientific,article,2018,Zlatarski V,Investigations on mesophotic coral ecosystems in Cuba (1970-1973) and Mexico (1983-1984),CICIMAR Oceánides ,33,2,27-43,10.37543/oceanides.v33i2.230,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,90,Biodiversity; Community structure; Ecology; Geomorphology,Scleractinia (Hard Corals),SCUBA (open-circuit or unspecified),Cuba; Mexico - Caribbean Sea
820,TRUE,TRUE,scientific,article,2018,"Frade PR, Bongaerts P, Englebert N, Rogers A, Gonzalez-Rivero M, Hoegh-Guldberg O",Deep reefs of the Great Barrier Reef offer limited thermal refuge during mass coral bleaching,Nature communications,9,,3447,10.1038/s41467-018-05741-0,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,100,Climate Change; Community structure; Disturbances; Long-term monitoring; Oceanography,Scleractinia (Hard Corals),Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified); In-situ instrumentation,Australia - Great Barrier Reef
821,TRUE,TRUE,scientific,article,2019,"Bernard AM, Finnegan KA, Shivji MS","Genetic connectivity dynamics of the giant barrel sponge, Xestospongia muta, across the Florida Reef Tract and Gulf of Mexico",Bull Mar Sci,95,2,161-175,10.5343/bms.2018.0021,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,21,69,Connectivity; Oceanography,Porifera (Sponges),SCUBA (open-circuit or unspecified),USA - Continental Atlantic Ocean; USA - Gulf of Mexico; USA - Pulley Ridge
822,TRUE,FALSE,scientific,article,2019,"Lesser MP, Slattery M",Sponge density increases with depth throughout the Caribbean: Reply,Ecosphere,10,4,e02690,10.1002/ecs2.2690,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,30,150,Community structure; Ecology,Porifera (Sponges),Autonomous Underwater Vehicle (AUV); Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified),Puerto Rico
823,TRUE,TRUE,scientific,article,2018,"Francini-Filho RB, Asp NE, Siegle E, Hocevar J, Lowyck K, D'Avila N, Vasconcelos AA, Baitelo R, Rezende CE, Omachi CY, Thompson CC, Thompson FL","Perspectives on the Great Amazon Reef: Extension, Biodiversity, and Threats",Front Mar Sci,5,,142,10.3389/fmars.2018.00142,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,70,220,Biodiversity; Community structure; Connectivity; Management and Conservation,"Fishes; Porifera (Sponges); Algae (Macro, Turf and Crustose Coralline); Antipatharia (Black Corals); Octocorallia (Soft Corals); Scleractinia (Hard Corals)",Manned Submersible; Drop / Towed Video,Brazil - Eastern Brazil
824,TRUE,TRUE,scientific,article,2018,"Richards JL, Gabrielson PW, Schneider CW","Sporolithon mesophoticum sp. nov. (Sporolithales, Rhodophyta) from Plantagenet Bank off Bermuda at a depth of 178 m",Phytotaxa ,385,2,067–076,10.11646/phytotaxa.385.2.2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,178,Molecular ecology; Taxonomy,"Algae (Macro, Turf and Crustose Coralline)",Manned Submersible,Bermuda
825,TRUE,TRUE,scientific,article,2018,"Breedy O, Guzman HM",A new alcyonacean species (Cnidaria: Anthozoa: Octocorallia) from a seamount in the tropical Pacific Ocean,Bull Mar Sci,94,4,1515–1524,10.5343/bms.2018.0027,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,45,49,Ecology; Taxonomy,Octocorallia (Soft Corals),Manned Submersible; SCUBA (open-circuit or unspecified),Panama - Pacific Ocean
826,TRUE,FALSE,scientific,article,2018,"de Oliveira Soares M, Lucas CC",Towards large and remote protected areas in the South Atlantic Ocean: St. Peter and St. Paul´s Archipelago and the Vitória-Trindade Seamount Chain,Marine Policy,93,,101-103,10.1016/j.marpol.2018.04.004,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Biodiversity; Management and Conservation,Overall benthic (groups),,Brazil - Eastern Brazil; Brazil - St Peter and St Paul Archipelago; Brazil - Trindade and Martin Vaz
827,TRUE,TRUE,scientific,article,2018,"Schramek TA, Colin PL, Merrifield MA, Terrill EJ",Depth‐Dependent Thermal Stress Around Corals in the Tropical Pacific Ocean,Geophysical Research Letters,45,,9739–9747,10.1029/2018GL078782,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2,90,Climate Change; Disturbances; Long-term monitoring,Scleractinia (Hard Corals),In-situ instrumentation,Republic of Palau
828,TRUE,FALSE,scientific,article,2018,"Olascoaga MJ, Miron P, Paris C, Pérez‐Brunius P, Pérez‐Portela R, Smith RH,  Vaz A",Connectivity of Pulley Ridge With Remote Locations as Inferred From Satellite‐Tracked Drifter Trajectories,JGR Oceans ,123,8,5742-5750,10.1029/2018JC014057,,,,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,Connectivity; Long-term monitoring; Oceanography,Fishes; Scleractinia (Hard Corals),Surface-deployed sensors and samplers,USA - Gulf of Mexico; USA - Pulley Ridge
829,TRUE,FALSE,technical,report,2018,"Akamatsu T, Lin TH, Tsao Y, Sinniger F, Harii S",Coral Reef Soundscape to Measure the Species Distribution and Biodiversity,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,40,Behavior; Biodiversity,Fishes; Crustacea,In-situ instrumentation; Surface-deployed sensors and samplers; Acoustic Telemetry,Japan - Ryukyu Islands (Okinawa)
830,TRUE,TRUE,scientific,article,2018,"Marzloff MP, Oliver ECJ, Barrett NS, Holbrook NJ, James L, Wotherspoon SJ, Johnson CR",Differential vulnerability to climate change yields novel deep-reef communities,Nat Clim Chang,8,,873–878,10.1038/s41558-018-0278-7,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,30,90,Ecology; Oceanography; Climate Change,Octocorallia (Soft Corals); Overall benthic (groups); Porifera (Sponges),Autonomous Underwater Vehicle (AUV),Australia - Southeastern Australia
831,TRUE,TRUE,scientific,article,2019,"Stefanoudis PV, Gress E, Pitt JM, Smith SR, Kincaid T, Rivers M, Andradi-Brown DA, Rowlands G, Woodall LC, Rogers AD",Depth-Dependent Structuring of Reef Fish Assemblages From the Shallows to the Rariphotic Zone,Front Mar Sci,6,307,16-Jan,10.3389/fmars.2019.00307,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,15,305,Biodiversity; Community structure; Disturbances,Fishes,In-situ instrumentation; Manned Submersible; Rebreather,Bermuda
832,TRUE,TRUE,scientific,article,2019,"Reimer JD, Kise H, Santos MEA, Lindsay DJ, Pyle RL, Copus JM, Bowen BW, Nonaka M, Higashiji T, Benayahu Y",Exploring the Biodiversity of Understudied Benthic Taxa at Mesophotic and Deeper Depths: Examples From the Order Zoantharia (Anthozoa: Hexacorallia),Front Mar Sci,6,,305,10.3389/fmars.2019.00305,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,153,650,Biodiversity,Zoantharia (Zoanthids),Rebreather; Remotely Operated Vehicle (ROV),Israel - Red Sea; Japan - Ryukyu Islands (Okinawa)
834,TRUE,TRUE,scientific,article,2019,"Mecho A, Easton EE, Sellanes J, Gorny M, Mah C",Unexplored diversity of the mesophotic echinoderm fauna of the Easter Island ecoregion,Mar Biol,166,91,17-Jan,10.1007/s00227-019-3537-x,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,160,280,Biodiversity; Community structure; Taxonomy,Other invertebrates,Remotely Operated Vehicle (ROV),Chile - Easter Island
835,TRUE,TRUE,scientific,article,2018,"Santín A, Grinyó J, Ambroso S, Uriz MJ, Gori A, Dominguez-Carrió C, Gili J-M","Sponge assemblages on the deep Mediterranean continental shelf and slope (Menorca Channel, Western Mediterranean Sea)",Deep Sea Res Part 1 Oceanogr Res Pap,131,,75-86,10.1016/j.dsr.2017.11.003,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,50,350,Community structure; Ecology,Porifera (Sponges),Manned Submersible; Remotely Operated Vehicle (ROV),Spain - Mediterranean Sea
836,TRUE,TRUE,scientific,article,2019,"Santín A, Grinyó J, Ambroso S, Uriz MJ, Dominguez-Carrió C, Gili JM",Distribution patterns and demographic trends of demosponges at the Menorca Channel (Northwestern Mediterranean Sea),Progr Oceanogr,173,,25-Sep,10.1016/j.pocean.2019.02.002,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,50,360,Ecology,Porifera (Sponges),Manned Submersible; Remotely Operated Vehicle (ROV),Spain - Mediterranean Sea
837,TRUE,TRUE,scientific,article,2019,"Meron D, Maor-Landaw K, Weizman E, Ben-Asher HW, Eyal G, Banin E, Loya Y, Levy O",The Algal Symbiont Modifies the Transcriptome of the Scleractinian Coral Euphyllia paradivisa During Heat Stress,Microorganisms,7,8,256,10.3390/microorganisms7080256,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,45,60,Molecular ecology; Physiology,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),Aquarium-based,Israel - Red Sea
838,TRUE,TRUE,scientific,article,2019,"Tamir R, Eyal G, Kramer N, Laverick JH, Loya Y",Light environment drives the shallow‐to‐mesophotic coral community transition,Ecosphere,10,9,,10.1002/ecs2.2839,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,100,Community structure,Scleractinia (Hard Corals),Drop / Towed Video; SCUBA (open-circuit or unspecified),Israel - Red Sea
839,TRUE,FALSE,scientific,article,2020,"Soares MO, Araújo JT, Ferreira SMC, Santos BA, Boavida JRH, Costantini F, Rossi S",Why do mesophotic coral ecosystems have to be protected?,Science of The Total Environment,726,138456,,10.1016/j.scitotenv.2020.138456,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,30,150,Management and Conservation,,,
840,TRUE,TRUE,scientific,article,2020,"Maggioni D, Montano S, Voigt O, Seveso D, Galli P",A Mesophotic Hotel: The Octocoral Bebryce cf grandicalyx as a Host,Ecology,101,4,4-Jan,10.1002/ecy.2950,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,40,50,Ecology,Octocorallia (Soft Corals); Porifera (Sponges); Hydrozoa,,Republic of Maldives
841,TRUE,TRUE,scientific,article,2020,"Meron D, Maor-Landaw K, Eyal G, Elifantz H, Banin E, Loya Y, Levy O",The Complexity of the Holobiont in the Red Sea Coral Euphyllia paradivisa under Heat Stress,Microorganisms,8,3,372,10.3390/microorganisms8030372,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,40,60,Molecular ecology; Physiology; Climate Change,Bacteria and Archaea; Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),Aquarium-based,Israel - Red Sea
842,TRUE,TRUE,scientific,article,2020,"Eckert RJ, Reaume AM, Sturm AB, Studivan MS, Voss JD",Depth Influences Symbiodiniaceae Associations Among Montastraea cavernosa Corals on the Belize Barrier Reef,Front Microbiol,11,518,,10.3389/fmicb.2020.00518,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,35,Connectivity; Molecular ecology,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),SCUBA (open-circuit or unspecified),Belize
843,TRUE,TRUE,scientific,article,2020,"Scucchia F, Nativ H, Neder M, Goodbody-Gringley G, Mass T",Physiological Characteristics of Stylophora pistillata Larvae Across a Depth Gradient,Front Mar Sci,7,,13,10.3389/fmars.2020.00013,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3,45,Molecular ecology; Physiology,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),SCUBA (open-circuit or unspecified),Israel - Red Sea
844,TRUE,TRUE,scientific,article,2019,"Dumalagan EE, Cabaitan PC, Bridge TCL, Go KT, Quimpo TJR, Olavides RDD, Munar JC, Villanoy CL, Siringan FP",Spatial variability in benthic assemblage composition in shallow and upper mesophotic coral ecosystems in the Philippines,Mar Environ Res,150,104772,,10.1016/j.marenvres.2019.104772,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,8,40,Community structure; Ecology,Overall benthic (groups),SCUBA (open-circuit or unspecified),Philippines
845,TRUE,TRUE,scientific,article,2019,"Stefanoudis PV, Rivers M, Smith SR, Schneider CW, Wagner D, Ford H, Rogers AD, Woodall LC","Low connectivity between shallow, mesophotic and rariphotic zone benthos",R Soc Open Sci,6,190958,,10.1098/rsos.190958,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,15,300,Community structure; Ecology,Overall benthic (groups),Manned Submersible; Rebreather,Bermuda
846,TRUE,TRUE,scientific,article,2020,"Studivan MS, Voss JD",Transcriptomic plasticity of mesophotic corals among natural populations and transplants of Montastraea cavernosa in the Gulf of Mexico and Belize,Mol Ecol,29,13,2399-2415,10.1111/mec.15495,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,15,65,Molecular ecology,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),SCUBA (open-circuit or unspecified),Belize; USA - Gulf of Mexico; USA - Pulley Ridge
847,TRUE,TRUE,scientific,article,2019,"Eckert RJ, Studivan MS, Voss JD",Populations of the coral species Montastraea cavernosa on the Belize Barrier Reef lack vertical connectivity,Sci Rep,9,,7200,10.1038/s41598-019-43479-x,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,35,Connectivity; Molecular ecology,Scleractinia (Hard Corals),SCUBA (open-circuit or unspecified),Belize
848,TRUE,TRUE,scientific,article,2020,"Sterne TK, Retchless D,  Allee R, Highfield W",Predictive modelling of mesophotic habitats in the north‐western Gulf of Mexico,Aquat Conserv: Mar Freshw Ecosyst,30,4,846–859 ,10.1002/aqc.3281,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,11,99,Biodiversity; Management and Conservation,Overall benthic (groups),Remotely Operated Vehicle (ROV),USA - Gulf of Mexico
849,TRUE,TRUE,scientific,article,2020,"Giraldo-Ospina A, Kendrick GA, Hovey RK",Depth moderates loss of marine foundation species after an extreme marine heatwave: could deep temperate reefs act as a refuge?,Proc R Soc B,287,1928,,10.1098/rspb.2020.0709,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,15,40,Climate Change,Overall benthic (groups); Seagrass,Autonomous Underwater Vehicle (AUV),Australia - Western Australia
850,TRUE,TRUE,scientific,article,2020,"Drury C, Portela RP, Serrano XM, Oleksiak M, Baker AC1",Fine‐scale structure among mesophotic populations of the great star coral Montastraea cavernosa revealed by SNP genotyping,Ecol Evol,10,12,6009-6019,10.1002/ece3.6340,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,68,Connectivity,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),SCUBA (open-circuit or unspecified),USA - Gulf of Mexico; USA - Pulley Ridge
851,TRUE,TRUE,scientific,article,2020,"Tamir R, Ben-Zvi O, Eyal G, Kramer N, Loya Y",Reciprocal-transplantation between shallow and mesophotic stony corals,Mar Environ Res,161,,105035,10.1016/j.marenvres.2020.105035,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,45,Physiology; Disturbances; Ecology; Long-term monitoring,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),Rebreather,Israel - Red Sea
852,TRUE,TRUE,scientific,article,2020,"Skutnik JE, Otieno S, Khoo SK, Strychar KB",Examining the Effect of Heat Stress on Montastraea cavernosa (Linnaeus 1767) from a Mesophotic Coral Ecosystem (MCE),Water,12,5,1303,10.3390/w12051303,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,30,33,Molecular ecology; Physiology; Climate Change,Scleractinia (Hard Corals),SCUBA (open-circuit or unspecified); Aquarium-based,USA - Pulley Ridge
853,TRUE,TRUE,scientific,article,2020,"Cardone F, Corriero G, Longo C, Mercurio M, Tarantini SO, Gravina MF, Lisco S, Moretti M, De Giosa F, Giangrande A, Marzano CN, Pierri C","Massive bioconstructions built by Neopycnodonte cochlear (Mollusca, Bivalvia) in a mesophotic environment in the central Mediterranean Sea",Scientific Reports,10,6337,,10.1038/s41598-020-63241-y,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,27,70,Biodiversity; Ecology,Other invertebrates,SCUBA (open-circuit or unspecified); Sonar / Multibeam,Italy - Mediterranean
854,TRUE,TRUE,scientific,article,2020,"Ben-Zvi O, Tamir R, Keren N, Tchernov D, Berman-Frank I, Kolodny Y, Benaltabet T, Bavli H, Friedman M, Glanz-Idan N, Traugott H, Loya Y, Eyal G",Photophysiology of a mesophotic coral 3 years after transplantation to a shallow environment,Coral Reefs,39,4,903-913,10.1007/s00338-020-01910-0,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,50,Physiology; Ecology; Long-term monitoring,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae),SCUBA (open-circuit or unspecified); Rebreather,Israel - Red Sea
855,TRUE,FALSE,scientific,chapter,2019,"Gress E, Voss JD, Eckert RJ, Rowlands G, Andradi-Brown DA",The Mesoamerican Reef,,,,,,https://doi.org/10.1007/978-3-319-92735-0_5,Mesophotic Coral Ecosystems ,"Yossi L, Puglise KA, Bridge T",Springer Nature Switzerland AG 2019,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,30,150,Biodiversity; Community structure; Disturbances; Ecology; Fisheries; Geomorphology; Long-term monitoring; Management and Conservation; Oceanography,"Algae (Macro, Turf and Crustose Coralline); Antipatharia (Black Corals); Fishes; Octocorallia (Soft Corals); Other invertebrates; Overall benthic (groups); Porifera (Sponges); Scleractinia (Hard Corals)",Autonomous Underwater Vehicle (AUV); Baited Remote Underwater Video (BRUV); Fishing; Rebreather,Belize; Honduras - Bay Islands; Mexico - Caribbean Sea
856,TRUE,FALSE,scientific,chapter,2019,"Dustan P, Lang JC","Discovery Bay, Jamaica ",,,,,,https://doi.org/10.1007/978-3-319-92735-0_5,Mesophotic Coral Ecosystems ,"Yossi L, Puglise KA, Bridge T",Springer Nature Switzerland AG 2019,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,25,145,Behavior; Biodiversity; Disturbances; Ecology; Fisheries; Geomorphology; Long-term monitoring; Management and Conservation,"Actiniaria and Ceriantharia (Sea anemones); Algae (Macro, Turf and Crustose Coralline); Antipatharia (Black Corals); Fishes; Hydrozoa; Octocorallia (Soft Corals); Other invertebrates; Porifera (Sponges); Scleractinia (Hard Corals); Zoantharia (Zoanthids)",Autonomous Underwater Vehicle (AUV); Baited Remote Underwater Video (BRUV); Drop / Towed Video; Fishing; Land-based; Manned Submersible; SCUBA (open-circuit or unspecified),Jamaica
857,TRUE,FALSE,scientific,chapter,2019,"Appeldoorn RS, Alfaro M, Ballantine DL, Bejarano I, Ruiz HJ, Schizas NV, Schmidt WE, Sherman CE, Weil E",Puerto Rico,,,,,,https://link.springer.com/book/10.1007/978-3-319-92735-0#toc,Mesophotic Coral Ecosystems,"Loya Y, Puglise KA, Bridge TCL",Springer,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,30,70,Biodiversity; Community structure; Ecology; Geomorphology; Connectivity; Fisheries; Oceanography,"Algae (Macro, Turf and Crustose Coralline); Fishes; Scleractinia (Hard Corals); Octocorallia (Soft Corals); Other invertebrates; Porifera (Sponges)",Rebreather; Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified),Puerto Rico
858,TRUE,FALSE,scientific,chapter,2019,"Smith TB, Brandt ME, Brandtneris VW, Ennis RS, Groves SH, Habtes S, Holstein DM, Kadison E, Nemeth RS",The United States Virgin Islands,,,,,,https://link.springer.com/book/10.1007/978-3-319-92735-0#toc,Mesophotic Coral Ecosystems,"Loya Y, Puglise KA, Bridge TCL",Springer,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,30,70,Biodiversity; Community structure; Connectivity; Disturbances; Ecology; Fisheries; Geomorphology; Management and Conservation; Oceanography,"Algae (Macro, Turf and Crustose Coralline); Fishes; Octocorallia (Soft Corals); Other invertebrates; Overall benthic (groups); Porifera (Sponges); Scleractinia (Hard Corals)",Autonomous Underwater Vehicle (AUV); Rebreather; Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified),US Virgin Islands
859,TRUE,FALSE,scientific,chapter,2019,"Pyle RL, Copus JM",Mesophotic Coral Ecosystems:Introduction and Overview,,,,,,,Mesophotic Coral Ecosystems,"Loya Y, Puglise KA, Bridge TCL",,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,30,150,Biodiversity; Climate Change; Community structure; Connectivity; Ecology; Evolution; Geomorphology; Management and Conservation; Methods and Technology; Taxonomy,Overall benthic (groups),Autonomous Underwater Vehicle (AUV); Baited Remote Underwater Video (BRUV); Dredging / trawling; Fishing; Manned Submersible; Rebreather; Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified),
860,TRUE,FALSE,scientific,chapter,2019,"Goodbody-Gringley G, Noyes T, Smith SR",Bermuda,,,,,,,Mesophotic Coral Ecosystems,"Loya Y, Puglise KA, Bridge TCL",,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,30,305,Biodiversity; Community structure; Connectivity; Ecology; Management and Conservation; Climate Change; Long-term monitoring,Fishes; Overall benthic (groups),Baited Remote Underwater Video (BRUV); Drop / Towed Video; Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified),Bermuda
861,TRUE,TRUE,scientific,article,2019,"Venegas RM, Oliver T, Liu G, Heron SF, Clark SJ, Pomeroy N, Young C, Eakin CM, Brainard RE",The Rarity of Depth Refugia from Coral Bleaching Heat Stress in the Western and Central Pacific Islands,Sci Rep,9,19710,,10.1038/s41598-019-56232-1,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,38,Climate Change,Scleractinia (Hard Corals),Surface-deployed sensors and samplers; In-situ instrumentation,American Samoa; USA - Hawaii; Micronesia - Mariana Islands
862,TRUE,TRUE,scientific,article,2020,"Jones ST, Asher JM, Boland RC, Kanenaka BK, Weng KC",Fish biodiversity patterns of a mesophotic-tosubphotic artificial reef complex and comparisons with natural substrates,PLoS ONE,15,4,,10.1371/journal.pone.0231668,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,93,245,Biodiversity; Community structure,Fishes,Manned Submersible,USA - Hawaii
